store,date,year,month,week,is_q4,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,lag1,lag2,lag4,lag8,ma4,ma8,store_mean_to_prev,store_sd_to_prev,sin1,cos1,sin2,cos2,is_holiday_num,inter_holiday_lag1,inter_temp_holiday,inter_cpi_unemp
9,2010-12-17,2010,12,50,TRUE,685243.2,Non-Holiday,49.7,2.869,214.9334937,6.56,618121.82,578164.82,519823.3,466322.76,621045.1174999999,562252.68625,513574.62577777787,51461.839622266336,-0.2393156642875578,0.970941817426052,-0.4647231720437686,0.8854560256532099,0,0,0,1409.963718672
9,2010-12-24,2010,12,51,TRUE,873347.55,Non-Holiday,50.93,2.886,214.9301534,6.56,685243.2,618121.82,768070.53,508801.61,662400.0925,589617.74125,517306.5513043479,56722.79796636065,-0.12053668025532363,0.992708874098054,-0.2393156642875589,0.9709418174260518,0,0,0,1409.9418063039998
9,2010-12-31,2010,12,52,TRUE,459770.85,Holiday,45.92,2.943,214.9268131,6.56,873347.55,685243.2,578164.82,517869.97,688719.3474999999,635185.98375,524881.8917021278,76083.93296594256,6.432490598706546e-16,1,1.2864981197413093e-15,1,1,873347.55,45.92,1409.9198939359999
9,2011-01-07,2011,1,1,FALSE,490981.78,Non-Holiday,41.82,2.976,214.9234729,6.416,459770.85,873347.55,618121.82,520846.68,659120.855,627923.59375,523525.4116666668,75859.39215293116,0.12053668025532305,0.992708874098054,0.23931566428755774,0.970941817426052,0,0,0,1378.9490021264
9,2011-01-14,2011,1,2,FALSE,458086.69,Non-Holiday,36.43,2.983,214.9749587,6.416,490981.78,459770.85,685243.2,519823.3,627335.845,624190.48125,522861.2559183675,75222.1944094659,0.23931566428755774,0.970941817426052,0.4647231720437685,0.8854560256532099,0,0,0,1379.2793350192
9,2011-01-21,2011,1,3,FALSE,454021.69,Non-Holiday,44.72,3.016,215.3554013,6.416,458086.69,490981.78,873347.55,768070.53,570546.7175,616473.405,521565.76460000017,75016.31523330275,0.3546048870425356,0.9350162426854148,0.6631226582407952,0.7485107481711011,0,0,0,1381.7202547408
9,2011-01-28,2011,1,4,FALSE,463561.48,Non-Holiday,43.9,3.01,215.7358438,6.416,454021.69,458086.69,459770.85,578164.82,465715.2525,577217.3,520241.3709803923,74865.25472686505,0.4647231720437685,0.8854560256532099,0.8229838658936564,0.5680647467311559,0,0,0,1384.1611738208
9,2011-02-04,2011,2,5,FALSE,544612.28,Non-Holiday,31.82,2.989,216.1162864,6.416,463561.48,454021.69,490981.78,618121.82,466662.91000000003,562891.8825,519151.37307692325,74549.40975240336,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,0,0,0,1386.6020935424
9,2011-02-11,2011,2,6,FALSE,555279.02,Holiday,34.13,3.022,216.496729,6.416,544612.28,463561.48,458086.69,685243.2,480070.53500000003,553703.19,519631.76754717,73923.97678452986,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,1,544612.28,34.13,1389.043013264
9,2011-02-18,2011,2,7,FALSE,610985.56,Non-Holiday,58.5,3.045,216.8154856,6.416,555279.02,544612.28,454021.69,873347.55,504368.6175,537457.6675,520291.901851852,73393.8102706175,0.7485107481711011,0.6631226582407953,0.992708874098054,-0.1205366802553229,0,0,0,1391.0881556096
9,2011-02-25,2011,2,8,FALSE,513107.2,Non-Holiday,59.01,3.065,217.1095679,6.416,610985.56,555279.02,463561.48,459770.85,543609.585,504662.41875,521940.87745454564,73726.14718671126,0.8229838658936564,0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1392.9749876464
9,2011-03-04,2011,3,9,FALSE,542016.18,Non-Holiday,60.67,3.288,217.4036503,6.416,513107.2,610985.56,544612.28,490981.78,555996.015,511329.4625,521783.1332142859,73074.27767597257,0.8854560256532099,0.4647231720437686,0.8229838658936566,-0.5680647467311556,0,0,0,1394.8618203248002
9,2011-03-11,2011,3,10,FALSE,517783.5,Non-Holiday,54.75,3.459,217.6977326,6.416,542016.18,513107.2,555279.02,458086.69,555346.99,517708.7625,522138.09894736856,72479.13158637952,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,0,0,0,1396.7486523616
9,2011-03-18,2011,3,11,FALSE,515226.11,Non-Holiday,63.82,3.488,217.9563371,6.416,517783.5,542016.18,610985.56,454021.69,545973.11,525170.86375,522063.01965517254,71853.83067274836,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,0,0,0,1398.4078588336001
9,2011-03-25,2011,3,12,FALSE,497488.4,Non-Holiday,68.79,3.473,218.2007506,6.416,515226.11,517783.5,513107.2,463561.48,522033.2475,532821.41625,521947.1398305086,71247.76345581895,0.992708874098054,0.120536680255323,0.23931566428755766,-0.970941817426052,0,0,0,1399.9760158496001
9,2011-04-01,2011,4,13,FALSE,520962.14,Non-Holiday,56.12,3.524,218.445164,6.38,497488.4,515226.11,542016.18,544612.28,518128.5475,537062.28125,521539.49416666676,70720.88841645831,1,-1.6081226496766366e-16,-3.216245299353273e-16,-1,0,0,0,1393.68014632
9,2011-04-08,2011,4,14,FALSE,561625.92,Non-Holiday,71.4,3.622,218.6895775,6.38,520962.14,497488.4,517783.5,555279.02,512865.0375,534106.01375,521530.0293442624,70138.85190949042,0.992708874098054,-0.1205366802553229,-0.23931566428755746,-0.9709418174260521,0,0,0,1395.2395044500001
9,2011-04-15,2011,4,15,FALSE,528420.28,Non-Holiday,71.9,3.743,218.9134935,6.38,561625.92,520962.14,515226.11,610985.56,523825.6425,534899.37625,522176.7372580647,69754.02884603804,0.9709418174260521,-0.23931566428755752,-0.46472317204376806,-0.8854560256532101,0,0,0,1396.66808853
9,2011-04-22,2011,4,16,FALSE,549502.11,Non-Holiday,72.35,3.807,219.0861659,6.38,528420.28,561625.92,497488.4,513107.2,527124.185,524578.71625,522275.8411111113,69202.61080525047,0.93501624268541494,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,0,0,0,1397.769738442
9,2011-04-29,2011,4,17,FALSE,532226.2,Non-Holiday,70.85,3.81,219.2588382,6.38,549502.11,528420.28,520962.14,542016.18,540127.6125,529128.0800000001,522701.25156250014,68742.81461778862,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,0,0,0,1398.871387716
9,2011-05-06,2011,5,18,FALSE,545251.1,Non-Holiday,62.2,3.906,219.4315106,6.38,532226.2,549502.11,561625.92,517783.5,542943.6275,527904.3325,522847.78923076944,68222.04705900178,0.8229838658936566,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,0,0,0,1399.973037628
9,2011-05-13,2011,5,19,FALSE,539126,Non-Holiday,77.66,3.899,219.6041829,6.38,545251.1,532226.2,528420.28,515226.11,538849.9225,531337.7825,523187.2333333335,67758.52898137915,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,0,0,0,1401.0746869020002
9,2011-05-20,2011,5,20,FALSE,518266.9,Non-Holiday,70.49,3.907,219.3622809,6.38,539126,545251.1,549502.11,497488.4,541526.3525,534325.26875,523425.1253731345,67278.7315374915,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,0,0,0,1399.531352142
9,2011-05-27,2011,5,21,FALSE,553834.04,Non-Holiday,80.42,3.786,219.1203788,6.38,518266.9,539126,532226.2,520962.14,533717.55,536922.58125,523349.26911764726,66785.08915390047,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0,0,0,1397.9880167439999
9,2011-06-03,2011,6,22,FALSE,587004.29,Non-Holiday,85.8,3.699,218.8784768,6.38,553834.04,518266.9,545251.1,561625.92,539119.51,541031.56875,523791.0773913045,66399.39823105407,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0,0,0,1396.444681984
9,2011-06-10,2011,6,23,FALSE,550076.32,Non-Holiday,85.81,3.648,218.6365747,6.38,587004.29,553834.04,539126,528420.28,549557.8075,544203.865,524694.1232857144,66348.81328597163,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711009,0,0,0,1394.901346586
9,2011-06-17,2011,6,24,FALSE,558671.14,Non-Holiday,89.15,3.637,218.5877333,6.38,550076.32,587004.29,518266.9,549502.11,552295.3875,546910.87,525051.6190140847,65947.7742147134,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,0,0,0,1394.5897384539999
9,2011-06-24,2011,6,25,FALSE,538745.93,Non-Holiday,86.74,3.594,218.6836874,6.38,558671.14,550076.32,553834.04,532226.2,562396.4475,548056.99875,525518.5568055557,65606.28649179768,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0,0,0,1395.201925612
9,2011-07-01,2011,7,26,FALSE,537064.03,Non-Holiday,89.14,3.524,218.7796415,6.404,538745.93,558671.14,587004.29,545251.1,558624.42,548871.965,525699.7536986303,65173.516997830615,-3.216245299353273e-16,-1,6.432490598706546e-16,1,0,0,0,1401.0648241659999
9,2011-07-08,2011,7,27,FALSE,535983.13,Non-Holiday,89.04,3.48,218.8755955,6.404,537064.03,538745.93,550076.32,539126,546139.355,547848.58125,525853.3250000002,64744.954489154865,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,0,0,0,1401.679313582
9,2011-07-15,2011,7,28,FALSE,512834.04,Non-Holiday,90.45,3.575,218.9607242,6.404,535983.13,537064.03,558671.14,518266.9,542616.0575,547455.7225,525988.3890666668,64322.36734139365,-0.23931566428755746,-0.9709418174260521,0.46472317204376795,0.8854560256532102,0,0,0,1402.2244777767999
9,2011-07-22,2011,7,29,FALSE,491449.94,Non-Holiday,89.08,3.651,219.0187895,6.404,512834.04,535983.13,538745.93,553834.04,531156.7825,546776.615,525815.3055263159,63915.37174347998,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,0,0,0,1402.596327958
9,2011-07-29,2011,7,30,FALSE,471449.98,Non-Holiday,91.1,3.682,219.0768548,6.404,491449.94,512834.04,537064.03,587004.29,519332.78500000003,538978.6025,525369.0020779222,63618.06914713734,-0.46472317204376806,-0.8854560256532101,0.8229838658936557,0.5680647467311567,0,0,0,1402.9681781392
9,2011-08-05,2011,8,31,FALSE,554879.67,Non-Holiday,91.52,3.684,219.1349201,6.404,471449.98,491449.94,535983.13,550076.32,502929.27249999996,524534.31375,524677.7325641026,63499.33473913954,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.35460488704253607,0,0,0,1403.3400283203998
9,2011-08-12,2011,8,32,FALSE,520284.79,Non-Holiday,91.63,3.638,219.1929854,6.404,554879.67,471449.98,512834.04,558671.14,507653.4075,525134.7325,525060.0355696204,63186.435082248456,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,0,0,0,1403.7118785016
9,2011-08-19,2011,8,33,FALSE,540819.44,Non-Holiday,85.8,3.554,219.2556109,6.404,520284.79,554879.67,491449.94,538745.93,509516.095,520336.43875000003,525000.3450000001,62792.51932226704,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,0,0,0,1404.1129322036
9,2011-08-26,2011,8,34,FALSE,542663.53,Non-Holiday,88.95,3.523,219.3189965,6.404,540819.44,520284.79,471449.98,537064.03,521858.47,520595.6275,525195.6424691359,62428.15059902494,-0.8229838658936564,-0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1404.518853586
9,2011-09-02,2011,9,35,FALSE,544643.33,Non-Holiday,89.33,3.533,219.382382,6.404,542663.53,540819.44,554879.67,535983.13,539661.8575,521295.565,525408.6654878049,62075.93687563969,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,0,0,0,1404.924774328
9,2011-09-09,2011,9,36,FALSE,528784.86,Holiday,75.65,3.546,219.4457675,6.404,544643.33,542663.53,520284.79,512834.04,537102.7725,522378.08999999997,525640.408433735,61736.52858449464,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,1,544643.33,75.65,1405.3306950699998
9,2011-09-16,2011,9,37,FALSE,500274.03,Non-Holiday,77.95,3.526,219.6297841,6.404,528784.86,544643.33,540819.44,491449.94,539227.79,524371.9425,525677.8423809524,61368.89662064211,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,0,0,0,1406.5091373763998
9,2011-09-23,2011,9,38,FALSE,506743.78,Non-Holiday,74.42,3.467,219.9746423,6.404,500274.03,528784.86,542663.53,471449.98,529091.4375,525474.95375,525378.974,61068.29782847828,-0.992708874098054,-0.12053668025532356,0.23931566428755877,-0.9709418174260518,0,0,0,1408.7176092892
9,2011-09-30,2011,9,39,FALSE,508567.04,Non-Holiday,78.45,3.355,220.3195004,6.404,506743.78,500274.03,544643.33,554879.67,520111.5,529886.67875,525162.2856976745,60745.07132831141,-1,-1.8369701987210297e-16,3.6739403974420594e-16,-1,0,0,0,1410.9260805616
9,2011-10-07,2011,10,40,TRUE,553836.98,Non-Holiday,72.62,3.285,220.6643585,6.054,508567.04,506743.78,528784.86,520284.79,511092.4275,524097.6,524971.5357471266,60420.8529539193,-0.992708874098054,0.12053668025532321,-0.23931566428755807,-0.9709418174260519,0,0,0,1335.902026359
9,2011-10-14,2011,10,41,TRUE,529515.66,Non-Holiday,67.27,3.274,220.9836849,6.054,553836.98,508567.04,500274.03,540819.44,517355.4575,528291.62375,525299.552159091,60154.42811938181,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102,0,0,0,1337.8352283846
9,2011-10-21,2011,10,42,TRUE,557075.21,Non-Holiday,65.46,3.353,221.1498206,6.054,529515.66,553836.98,506743.78,542663.53,524665.865,526878.65125,525346.9241573034,59817.17796644985,-0.9350162426854148,0.35460488704253557,-0.6631226582407952,-0.7485107481711012,0,0,0,1338.8410139124
9,2011-10-28,2011,10,43,TRUE,548527.49,Non-Holiday,63.96,3.372,221.3159563,6.054,557075.21,529515.66,508567.04,544643.33,537248.7225,528680.11125,525699.4606666666,59576.83499778579,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,0,0,0,1339.8467994402001
9,2011-11-04,2011,11,44,TRUE,597855.07,Non-Holiday,54.46,3.332,221.4820921,6.054,548527.49,557075.21,553836.98,528784.86,547238.835,529165.63125,525950.3181318681,59296.3618858301,-0.822983865893657,0.5680647467311548,-0.9350162426854141,-0.35460488704253784,0,0,0,1340.8525855734
9,2011-11-11,2011,11,45,TRUE,594574.12,Non-Holiday,58.28,3.297,221.6482278,6.054,597855.07,548527.49,529515.66,500274.03,558243.3574999999,537799.4075,526731.8915217392,59442.64873864076,-0.7485107481711011,0.6631226582407952,-0.992708874098054,-0.12053668025532294,0,0,0,1341.8583711012
9,2011-11-18,2011,11,46,TRUE,542414.27,Non-Holiday,58.8,3.308,221.8803923,6.054,594574.12,597855.07,557075.21,506743.78,574507.9724999999,549586.91875,527461.3778494623,59534.80042932184,-0.6631226582407955,0.7485107481711009,-0.9927088740980541,0.12053668025532208,0,0,0,1343.2638949842
9,2011-11-25,2011,11,47,TRUE,814753.5,Holiday,54.32,3.236,222.1389683,6.054,542414.27,594574.12,548527.49,508567.04,570842.7375,554045.73,527620.4511702128,59237.145958072586,-0.5680647467311559,0.8229838658936564,-0.93501624268541494,0.35460488704253534,1,542414.27,54.32,1344.8293140882
9,2011-12-02,2011,12,48,TRUE,613115.21,Non-Holiday,46.84,3.172,222.3975443,6.054,814753.5,542414.27,597855.07,553836.98,637399.24,592319.0375,530642.9043157895,65808.91404200916,-0.46472317204376834,0.88545602565321,-0.8229838658936562,0.5680647467311561,0,0,0,1346.3947331922
9,2011-12-09,2011,12,49,TRUE,630327.28,Non-Holiday,37.65,3.158,222.6561203,6.054,613115.21,814753.5,594574.12,529515.66,641214.275,599728.81625,531501.9908333333,65998.58594294057,-0.35460488704253595,0.9350162426854147,-0.6631226582407957,0.7485107481711006,0,0,0,1347.9601522962
9,2011-12-16,2011,12,50,TRUE,705557.97,Non-Holiday,47.31,3.159,222.8825484,6.054,630327.28,613115.21,542414.27,557075.21,650152.565,612330.26875,532520.8082474228,66412.00938736986,-0.2393156642875578,0.970941817426052,-0.4647231720437686,0.8854560256532099,0,0,0,1349.3309480136
9,2011-12-23,2011,12,51,TRUE,905324.68,Non-Holiday,44.43,3.112,223.0661125,6.054,705557.97,630327.28,814753.5,548527.49,690938.49,630890.61375,534286.4935714286,68322.4769753474,-0.12053668025532363,0.992708874098054,-0.2393156642875589,0.9709418174260518,0,0,0,1350.442245075
9,2011-12-30,2011,12,52,TRUE,549788.36,Holiday,43.41,3.129,223.2496766,6.054,905324.68,705557.97,613115.21,597855.07,713581.285,675490.2625,538034.3540404041,77442.64092571636,6.432490598706546e-16,1,1.2864981197413093e-15,1,1,905324.68,43.41,1351.5535421364
9,2012-01-06,2012,1,1,FALSE,519585.67,Non-Holiday,47.54,3.157,223.4332408,5.667,549788.36,905324.68,630327.28,594574.12,697749.5725,669481.92375,538151.8941,77063.3295290913,0.12053668025532305,0.992708874098054,0.23931566428755774,0.970941817426052,0,0,0,1266.1961756136
9,2012-01-13,2012,1,2,FALSE,474964.6,Non-Holiday,42.44,3.261,223.6168049,5.667,519585.67,549788.36,705557.97,542414.27,670064.17,660108.3675,537968.0700990099,76702.90941405595,0.23931566428755774,0.970941817426052,0.4647231720437685,0.8854560256532099,0,0,0,1267.2364333683
9,2012-01-20,2012,1,3,FALSE,480130.04,Non-Holiday,51.56,3.268,223.7114288,5.667,474964.6,519585.67,905324.68,814753.5,612415.8275,651677.15875,537350.3890196079,76578.00641379574,0.3546048870425356,0.9350162426854148,0.6631226582407952,0.7485107481711011,0,0,0,1267.7726670096
9,2012-01-27,2012,1,4,FALSE,482451.21,Non-Holiday,49.38,3.29,223.8060527,5.667,480130.04,474964.6,549788.36,613115.21,506117.1675,609849.22625,536794.8516504855,76411.62603197063,0.4647231720437685,0.8854560256532099,0.8229838658936564,0.5680647467311559,0,0,0,1268.3089006509001
9,2012-02-03,2012,2,5,FALSE,549967.89,Non-Holiday,54.43,3.36,223.9006766,5.667,482451.21,480130.04,519585.67,630327.28,489282.88,593516.22625,536272.3166346154,76228.06771558047,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,0,0,0,1268.8451342921999
9,2012-02-10,2012,2,6,FALSE,609736.12,Holiday,44.03,3.409,223.9953006,5.667,549967.89,482451.21,474964.6,705557.97,496878.435,583471.3025,536402.7506666668,75875.86895127477,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,1,549967.89,44.03,1269.3813685002
9,2012-02-17,2012,2,7,FALSE,658965.05,Non-Holiday,43.81,3.51,224.1588663,5.667,609736.12,549967.89,480130.04,905324.68,530571.315,571493.57125,537094.5749056605,75849.1262876764,0.7485107481711011,0.6631226582407953,0.992708874098054,-0.1205366802553229,0,0,0,1270.3082953220999
9,2012-02-24,2012,2,8,FALSE,563578.79,Non-Holiday,53.67,3.555,224.3741384,5.667,658965.05,609736.12,482451.21,549788.36,575280.0675,540698.6175,538233.5513084113,76399.16943794322,0.8229838658936564,0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1271.5282423127999
9,2012-03-02,2012,3,9,FALSE,619498.28,Non-Holiday,57.2,3.63,224.5894104,5.667,563578.79,658965.05,549967.89,519585.67,595561.9625,542422.42125,538468.2294444444,76083.38346520058,0.8854560256532099,0.4647231720437686,0.8229838658936566,-0.5680647467311556,0,0,0,1272.7481887367999
9,2012-03-09,2012,3,10,FALSE,574955.95,Non-Holiday,54.03,3.669,224.8046825,5.667,619498.28,563578.79,609736.12,474964.6,612944.56,554911.4975,539211.6244036697,76126.59697662276,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,0,0,0,1273.9681357275
9,2012-03-16,2012,3,11,FALSE,550373.57,Non-Holiday,59.94,3.734,224.9594902,5.667,574955.95,619498.28,658965.05,480130.04,604249.5175000001,567410.41625,539536.5728181818,75855.67920128375,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,0,0,0,1274.8454309634
9,2012-03-23,2012,3,12,FALSE,550791.32,Non-Holiday,58.79,3.787,225.0336786,5.667,550373.57,574955.95,563578.79,482451.21,577101.6475,576190.8575,539634.2034234235,75520.15600320091,0.992708874098054,0.120536680255323,0.23931566428755766,-0.970941817426052,0,0,0,1275.2658566262
9,2012-03-30,2012,3,13,FALSE,574985.37,Non-Holiday,67.87,3.845,225.107867,5.667,550791.32,550373.57,619498.28,549967.89,573904.78,584733.37125,539733.8205357144,75189.58180086546,1,-1.6081226496766366e-16,-3.216245299353273e-16,-1,0,0,0,1275.686282289
9,2012-04-06,2012,4,14,FALSE,677885.99,Non-Holiday,68.83,3.891,225.1820555,5.539,574985.37,550791.32,574955.95,609736.12,562776.5525,587860.55625,540045.7811504425,74928.91464995987,0.992708874098054,-0.1205366802553229,-0.23931566428755746,-0.9709418174260521,0,0,0,1247.2834054144998
9,2012-04-13,2012,4,15,FALSE,578539.86,Non-Holiday,69.19,3.891,225.2562439,5.539,677885.99,574985.37,550373.57,658965.05,588509.0625,596379.29,541254.9057894737,75698.72947919296,0.9709418174260521,-0.23931566428755752,-0.46472317204376806,-0.8854560256532101,0,0,0,1247.6943349621
9,2012-04-20,2012,4,16,FALSE,542819.03,Non-Holiday,68.04,3.877,225.3117488,5.539,578539.86,677885.99,550791.32,563578.79,595550.635,586326.14125,541579.1227826087,75448.34172251076,0.93501624268541494,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,0,0,0,1248.0017766032
9,2012-04-27,2012,4,17,FALSE,550414.99,Non-Holiday,73.07,3.814,225.3672537,5.539,542819.03,578539.86,574985.37,619498.28,593557.5625,583731.17125,541589.811637931,75122.5168856108,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,0,0,0,1248.3092182443
9,2012-05-04,2012,5,18,FALSE,586289.08,Non-Holiday,78.98,3.749,225.4227585,5.539,550414.99,542819.03,677885.99,574955.95,587414.9675,575095.76,541665.2405128205,74805.20304555782,0.8229838658936566,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,0,0,0,1248.6166593315
9,2012-05-11,2012,5,19,FALSE,592572.3,Non-Holiday,70.94,3.688,225.4782634,5.539,586289.08,550414.99,578539.86,550373.57,564515.74,576512.40125,542043.4086440678,74599.78897883251,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,0,0,0,1248.9241009726
9,2012-05-18,2012,5,20,FALSE,571463.93,Non-Holiday,69.52,3.63,225.4942498,5.539,592572.3,586289.08,542819.03,550791.32,568023.85,581787.2424999999,542468.0211764706,74428.74199229614,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,0,0,0,1249.0126496422
9,2012-05-25,2012,5,21,FALSE,547226,Non-Holiday,79.69,3.561,225.4944288,5.539,571463.93,592572.3,550414.99,574985.37,575185.075,584371.31875,542709.65375,74164.82965241231,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0,0,0,1249.0136411232
9,2012-06-01,2012,6,22,FALSE,583648.59,Non-Holiday,80.26,3.501,225.4946078,5.539,547226,571463.93,586289.08,677885.99,574387.8275,580901.3975,542746.9789256199,73858.85935291718,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0,0,0,1249.0146326042
9,2012-06-08,2012,6,23,FALSE,582525.42,Non-Holiday,78.91,3.452,225.49478680000001,5.539,583648.59,547226,592572.3,578539.86,573727.7050000001,569121.7225,543082.238032787,73647.92702086698,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711009,0,0,0,1249.0156240852
9,2012-06-15,2012,6,24,FALSE,564606.1,Non-Holiday,82.21,3.393,225.5070634,5.539,582525.42,583648.59,571463.93,542819.03,571215.985,569619.9175,543402.9143089432,73433.40597757249,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,0,0,0,1249.0836241726
9,2012-06-22,2012,6,25,FALSE,562173.12,Non-Holiday,81.05,3.346,225.5495841,5.539,564606.1,582525.42,547226,550414.99,569501.5275,572343.30125,543573.9077419355,73161.28660939417,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0,0,0,1249.3191463299
9,2012-06-29,2012,6,26,FALSE,544770.7,Non-Holiday,87.18,3.286,225.5921049,5.539,562173.12,564606.1,583648.59,586289.08,573238.3075,573813.0675,543722.7014400001,72886.88889974245,-3.216245299353273e-16,-1,6.432490598706546e-16,1,0,0,0,1249.5546690411
9,2012-07-06,2012,7,27,FALSE,578790.36,Non-Holiday,84.15,3.227,225.6346256,5.277,544770.7,562173.12,582525.42,592572.3,563518.835,568623.27,543731.018888889,72597.13860674386,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,0,0,0,1190.6739192912
9,2012-07-13,2012,7,28,FALSE,536537.64,Non-Holiday,82.39,3.256,225.6771463,5.277,578790.36,544770.7,564606.1,571463.93,562585.07,566900.5275,544007.0766929134,72377.12314561832,-0.23931566428755746,-0.9709418174260521,0.46472317204376795,0.8854560256532102,0,0,0,1190.8983010251
9,2012-07-20,2012,7,29,FALSE,513991.57,Non-Holiday,83.39,3.311,225.6871121,5.277,536537.64,578790.36,562173.12,547226,555567.955,562534.74125,543948.7217187501,72096.84496336176,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,0,0,0,1190.9508905517
9,2012-07-27,2012,7,30,FALSE,495951,Non-Holiday,86.41,3.407,225.6970779,5.277,513991.57,536537.64,544770.7,583648.59,543522.5675,558380.4375,543716.4957364341,71864.89914086864,-0.46472317204376806,-0.8854560256532101,0.8229838658936557,0.5680647467311567,0,0,0,1191.0034800783
9,2012-08-03,2012,8,31,FALSE,533887.54,Non-Holiday,90.23,3.417,225.7070437,5.277,495951,513991.57,578790.36,582525.42,531317.6425,547418.23875,543349.0688461539,71709.49477072251,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.35460488704253607,0,0,0,1191.0560696049001
9,2012-08-10,2012,8,32,FALSE,538713.47,Non-Holiday,88.66,3.494,225.7170094,5.277,533887.54,495951,536537.64,564606.1,520091.9375,541338.50375,543276.8434351146,71440.01649815838,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,0,0,0,1191.1086586038
9,2012-08-17,2012,8,33,FALSE,535153.47,Non-Holiday,86.37,3.571,225.7995323,5.277,538713.47,533887.54,513991.57,562173.12,520635.895,538101.925,543242.2724242425,71169.99586017699,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,0,0,0,1191.5441319471001
9,2012-08-24,2012,8,34,FALSE,572887.78,Non-Holiday,77.9,3.62,225.9364729,5.277,535153.47,538713.47,495951,544770.7,525926.37,534724.46875,543181.4543609023,70905.37768701147,-0.8229838658936564,-0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1192.2667674933
9,2012-08-31,2012,8,35,FALSE,576879.15,Non-Holiday,80.71,3.638,226.0734135,5.277,572887.78,535153.47,533887.54,578790.36,545160.565,538239.10375,543403.143358209,70686.5602931402,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,0,0,0,1192.9894030394998
9,2012-09-07,2012,9,36,FALSE,565812.29,Holiday,87.93,3.73,226.2103541,5.277,576879.15,572887.78,538713.47,536537.64,555908.4675,538000.2025,543651.1137777779,70482.74682372893,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,1,576879.15,87.93,1193.7120385857
9,2012-09-14,2012,9,37,FALSE,523427.35,Non-Holiday,73.55,3.717,226.3567545,5.277,565812.29,576879.15,535153.47,513991.57,562683.1725,541659.5337500001,543814.0636029413,70248.65932084555,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,0,0,0,1194.4845934965
